sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
X_w10n-40D-t4,,,kelp_wild10nat_40D_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,D,t4,bulb,451,,,,,,,,,,,,,,,,95,0,50,90,95,,,,,,,,,,,18.6,died_t2
X_w10n-40E-t1,,,kelp_wild10nat_40E_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,E,t1,blade,452,3,,,,,,,,,,,,,,,0,0,10,90,,,,absent,,,17.8,36.5,2.16,7,11.7,,died_t2
X_w10n-40E-t2,,,kelp_wild10nat_40E_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,E,t2,na,453,4,1,0.25,,,,,,,,,,,,,10,0,10,90,,,,,,,,,,,,,died_t2
X_w10n-40E-t3,,,kelp_wild10nat_40E_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,E,t3,blade,454,,,,,,,,,,,,,,,,90,0,10,90,,,0.76,,0,0.38,,,,,,,died_t2
X_w10n-40E-t4,,,kelp_wild10nat_40E_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,E,t4,bulb,455,,,,,,,,,,,,,,,,na,0,10,90,,,,present,,,,,,,,11.3,died_t2
X_w10n-40F-t1,,,kelp_wild10nat_40F_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,F,t1,blade,456,3,,,,,,,,,,,,,,,0,0,20,95,,,,absent,,,29.5,67.6,8.56,19.5,18.6,,died_t2
X_w10n-40F-t2,,,kelp_wild10nat_40F_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,F,t2,na,457,8,5,1.25,,,,,,,,,,,,,20,0,20,95,,,,,,,,,,,,,died_t2
X_w10n-40F-t3,,,kelp_wild10nat_40F_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,F,t3,mixed (bl/bu),458,,,,,,,,,,,,,,,,95,0,20,95,,,na,,0,0,,,,,,,died_t2
X_w10n-40F-t4,,,kelp_wild10nat_40F_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,F,t4,na,459,,,,,,,,,,,,,,,,na,0,20,95,,,,present,,,,,,,,17.8,died_t2
X_c10n-20A-t1,,,kelp_cult10nat_20A_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,A,t1,blade,477,3,,,,,,0,,0,,,,,,,0,0,5,1,50,,,absent,,,12,41.9,4.7,15.5,14.4,,survived_t4
X_c10n-20A-t2,,,kelp_cult10nat_20A_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,A,t2,na,478,6,3,0.75,,,,0,,0,,,,,,,5,0,5,1,50,,,,,,,,,,,,survived_t4
X_c10n-20A-t3,,,kelp_cult10nat_20A_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,A,t3,blade,479,11,,,5,1.25,,0,,0,8,1,,8,,1,1,0,5,1,50,,0.893,,0,0.71,,,,,,,survived_t4
X_c10n-20A-t4,,,kelp_cult10nat_20A_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,A,t4,blade,480,6,,,,,-5,0,-1.666666667,0,,,3,,0.272727273,,50,0,5,1,50,0.06,,present,,,,,,,,14.6,survived_t4
X_c10n-20D-t1,,,kelp_cult10nat_20D_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,D,t1,blade,483,3,,,,,,0,,0,,,,,,,0,0,5,2,3,,,absent,,,6.7,16.2,2.22,3.5,6,,survived_t4
X_c10n-20D-t2,,,kelp_cult10nat_20D_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,D,t2,na,484,5,2,0.5,,,,0,,0,,,,,,,5,0,5,2,3,,,,,,,,,,,,survived_t4
X_c10n-20D-t3,,,kelp_cult10nat_20D_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,D,t3,blade,485,7,,,2,0.5,,0,,0,4,0.5,,4,,0.5,2,0,5,2,3,,0.712,,0,1,,,,,,,survived_t4
X_c10n-20D-t4,,,kelp_cult10nat_20D_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,D,t4,blade,486,3.5,,,,,-3.5,0,-1.166666667,0,,,0.5,,0.045454545,,3,0,5,2,3,0.05,,,,,,,,,,6.6,survived_t4
X_c10n-20F-t1,,,kelp_cult10nat_20F_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,20,F,t1,blade,488,3,,,,,,,,,,,,,,,0,0,10,20,10,,,absent,,,11.2,49.9,6.63,30,8.7,,died_t3
X_c10n-20F-t2,,,kelp_cult10nat_20F_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,20,F,t2,na,489,8,5,1.25,,,,,,,,,,,,,10,0,10,20,10,,,,,,,,,,,,died_t3
X_c10n-20F-t3,,,kelp_cult10nat_20F_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,20,F,t3,blade,490,5.5,,,-2.5,-0.625,,,,,2.5,0.3125,,,,,20,0,10,20,10,,0.737,,0,0.84,,,,,,,died_t3
X_c10n-20F-t4,,,kelp_cult10nat_20F_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,20,F,t4,blade,491,,,,,,,,,,,,,,,,10,0,10,20,10,0.07,,,,,,,,,,9,died_t3
X_c10n-28A-t1,,,kelp_cult10nat_28A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,28,A,t1,blade,492,3,,,,,,,,,,,,,,,0,0,60,20,2,,,absent,,,5.5,22.5,1.46,7,10,,died_t3
X_c10n-28A-t2,,,kelp_cult10nat_28A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,28,A,t2,na,493,3,0,0,,,,,,,,,,,,,60,0,60,20,2,,,,,,,,,,,,died_t3
X_c10n-28A-t3,,,kelp_cult10nat_28A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,28,A,t3,blade,494,4,,,1,0.25,,,,,1,0.125,,,,,20,0,60,20,2,,na,,0,0,,,,,,,died_t3
X_c10n-28A-t4,,,kelp_cult10nat_28A_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,28,A,t4,mixed (bl/bu),495,,,,,,,,,,,,,,,,2,0,60,20,2,,,,,,,,,,,10.3,died_t3
X_c10n-28C-t1,,,kelp_cult10nat_28C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,C,t1,blade,497,3,,,,,,,,,,,,,,,0,0,2,15,1,,,absent,,,9.4,29.2,3.06,10,9.8,,survived_t4
X_c10n-28C-t2,,,kelp_cult10nat_28C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,C,t2,na,498,5.5,2.5,0.625,,,,,,,,,,,,,2,0,2,15,1,,,,,,,,,,,,survived_t4
X_c10n-28C-t3,,,kelp_cult10nat_28C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,C,t3,blade,499,8,,,2.5,0.625,,,,,5,0.625,,,,,15,0,2,15,1,,0.779,,0,1.38,,,,,,,survived_t4
X_c10n-28C-t4,,,kelp_cult10nat_28C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,C,t4,blade,500,8.5,,,,,0.5,0.5,0.166666667,0.166666667,,,5.5,5.5,0.5,0.5,1,0,2,15,1,0.06,,present,,,,,,,,10.7,survived_t4
X_c10n-28F-t1,,,kelp_cult10nat_28F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,F,t1,blade,503,3,,,,,,0,,0,,,,,,,0,0,2,5,2,,,absent,,,11,59.7,6.97,30,18.7,,survived_t4
X_c10n-28F-t2,,,kelp_cult10nat_28F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,F,t2,na,504,5,2,0.5,,,,0,,0,,,,,,,2,0,2,5,2,,,,,,,,,,,,survived_t4
X_c10n-28F-t3,,,kelp_cult10nat_28F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,F,t3,blade,505,8,,,3,0.75,,0,,0,5,0.625,,5,,0.625,5,0,2,5,2,,0.717,,0,0.94,,,,,,,survived_t4
X_c10n-28F-t4,,,kelp_cult10nat_28F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,F,t4,blade,506,6,,,,,-2,0,-0.666666667,0,,,3,,0.272727273,,2,0,2,5,2,0.06,,present,,,,,,,,19.8,survived_t4
X_c10n-29A-t1,,,kelp_cult10nat_29A_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,A,t1,blade,507,3,,,,,,,,,,,,,,,0,0,5,5,2,,,absent,,,12,27.9,3.67,7.5,8.4,,survived_t4
X_c10n-29A-t2,,,kelp_cult10nat_29A_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,A,t2,na,508,5,2,0.5,,,,,,,,,,,,,5,0,5,5,2,,,,,,,,,,,,survived_t4
X_c10n-29A-t3,,,kelp_cult10nat_29A_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,A,t3,blade,509,5.5,,,0.5,0.125,,,,,2.5,0.3125,,,,,5,0,5,5,2,,0.898,,0,0.43,,,,,,,survived_t4
X_c10n-29A-t4,,,kelp_cult10nat_29A_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,A,t4,blade,510,6,,,,,0.5,0.5,0.166666667,0.166666667,,,3,3,0.272727273,0.272727273,2,0,5,5,2,0.06,,,,,,,,,,5.5,survived_t4
X_c10n-29D-t1,,,kelp_cult10nat_29D_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,D,t1,blade,513,3,,,,,,,,,,,,,,,0,0,2,1,3,,,absent,,,9.5,22,2.51,5.5,7,,survived_t4
X_c10n-29D-t2,,,kelp_cult10nat_29D_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,D,t2,na,514,7,4,1,,,,,,,,,,,,,2,0,2,1,3,,,,,,,,,,,,survived_t4
X_c10n-29D-t3,,,kelp_cult10nat_29D_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,D,t3,blade,515,10,,,3,0.75,,,,,7,0.875,,,,,1,0,2,1,3,,0.857,,0,0.88,,,,,,,survived_t4
X_c10n-29D-t4,,,kelp_cult10nat_29D_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,D,t4,blade,516,12.5,,,,,2.5,2.5,0.833333333,0.833333333,,,9.5,9.5,0.863636364,0.863636364,3,0,2,1,3,0.05,,,,,,,,,,8,survived_t4
X_c10n-29E-t1,,,kelp_cult10nat_29E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,29,E,t1,blade,517,3,,,,,,,,,,,,,,,0,0,2,20,2,,,absent,,,11,42.8,4.45,17.5,14.3,,died_t3
X_c10n-29E-t2,,,kelp_cult10nat_29E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,29,E,t2,na,518,5.5,2.5,0.625,,,,,,,,,,,,,2,0,2,20,2,,,,,,,,,,,,died_t3
X_c10n-29E-t3,,,kelp_cult10nat_29E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,29,E,t3,blade,519,6,,,0.5,0.125,,,,,3,0.375,,,,,20,0,2,20,2,,0.735,,0,0.76,,,,,,,died_t3
X_c10n-29E-t4,,,kelp_cult10nat_29E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult10nat,t3,True,cult,10,nat,29,E,t4,blade,520,,,,,,,,,,,,,,,,2,0,2,20,2,0.09,,,,,,,,,,14.5,died_t3
X_w18n-10B-t1,,,kelp_wild18nat_10B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,B,t1,blade,555,3,,,,,,,,,,,,,,,0,0,20,80,60,,,absent,,,18,52.6,6.89,23.5,11.1,,survived_t4
X_w18n-10B-t2,,,kelp_wild18nat_10B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,B,t2,na,556,6.5,3.5,0.875,,,,,,,,,,,,,20,0,20,80,60,,,,,,,,,,,,survived_t4
X_w18n-10B-t3,,,kelp_wild18nat_10B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,B,t3,blade,557,6.5,,,0,0,,,,,3.5,0.4375,,,,,80,0,20,80,60,,0.716,,0,0.64,,,,,,,survived_t4
X_w18n-10B-t4,,,kelp_wild18nat_10B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,B,t4,blade,558,6.5,,,,,0,0,0,0,,,3.5,3.5,0.318181818,0.318181818,60,0,20,80,60,,,,,,,,,,,10.9,survived_t4
X_w18n-10D-t1,,,kelp_wild18nat_10D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,10,D,t1,blade,560,3,,,,,,,,,,,,,,,0,0,5,75,80,,,present,,,16,55.7,4.9,20.5,19.2,,died_t3
X_w18n-10D-t2,,,kelp_wild18nat_10D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,10,D,t2,na,561,7,4,1,,,,,,,,,,,,,5,0,5,75,80,,,,,,,,,,,,died_t3
X_w18n-10D-t3,,,kelp_wild18nat_10D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,10,D,t3,blade,562,6,,,-1,-0.25,,,,,3,0.375,,,,,75,0,5,75,80,,0.802,,0,0.74,,,,,,,died_t3
X_w18n-10D-t4,,,kelp_wild18nat_10D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,10,D,t4,blade,563,,,,,,,,,,,,,,,,80,0,5,75,80,,,present,,,,,,,,25.7,died_t3
X_w18n-10F-t1,,,kelp_wild18nat_10F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,F,t1,blade,565,3,,,,,,,,,,,,,,,0,0,15,90,70,,,present,,,17.8,61.4,7.28,20,23.6,,survived_t4
X_w18n-10F-t2,,,kelp_wild18nat_10F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,F,t2,na,566,6,3,0.75,,,,,,,,,,,,,15,0,15,90,70,,,,,,,,,,,,survived_t4
X_w18n-10F-t3,,,kelp_wild18nat_10F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,F,t3,blade,567,5,,,-1,-0.25,,,,,2,0.25,,,,,90,0,15,90,70,,0.809,,0,0.74,,,,,,,survived_t4
X_w18n-10F-t4,,,kelp_wild18nat_10F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,10,F,t4,blade,568,6,,,,,1,1,0.333333333,0.333333333,,,3,3,0.272727273,0.272727273,70,0,15,90,70,,,,,,,,,,,25,survived_t4
X_w18n-19A-t1,,,kelp_wild18nat_19A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,19,A,t1,blade,569,3,,,,,,,,,,,,,,,0,0,0,85,,,,absent,,,7.8,30.6,1.27,11,11.8,,died_t3
X_w18n-19A-t2,,,kelp_wild18nat_19A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,19,A,t2,na,570,6,3,0.75,,,,,,,,,,,,,0,0,0,85,,,,,,,,,,,,,died_t3
X_w18n-19A-t3,,,kelp_wild18nat_19A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,19,A,t3,blade,571,5.5,,,-0.5,-0.125,,,,,2.5,0.3125,,,,,85,0,0,85,,,0.762,,0,0.5,,,,,,,died_t3
X_w18n-19A-t4,,,kelp_wild18nat_19A_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,19,A,t4,bulb,572,,,,,,,,,,,,,,,,na,0,0,85,,,,present,,,,,,,,12.6,died_t3
X_w18n-19C-t1,,,kelp_wild18nat_19C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,C,t1,blade,574,3,,,,,,,,,,,,,,,0,0,5,90,90,,,present,,,16,64.5,3.72,17,31.5,,survived_t4
X_w18n-19C-t2,,,kelp_wild18nat_19C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,C,t2,na,575,7,4,1,,,,,,,,,,,,,5,0,5,90,90,,,,,,,,,,,,survived_t4
X_w18n-19C-t3,,,kelp_wild18nat_19C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,C,t3,blade,576,8,,,1,0.25,,,,,5,0.625,,,,,90,0,5,90,90,,0.744,,0,0.76,,,,,,,survived_t4
X_w18n-19C-t4,,,kelp_wild18nat_19C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,C,t4,blade,577,8,,,,,0,0,0,0,,,5,5,0.454545455,0.454545455,90,0,5,90,90,0.07,,,,,,,,,,32.7,survived_t4
X_w18n-19E-t1,,,kelp_wild18nat_19E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,E,t1,blade,579,3,,,,,,,,,,,,,,,0,0,2,40,10,,,present,,,15,33.6,2.73,9,9.6,,survived_t4
X_w18n-19E-t2,,,kelp_wild18nat_19E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,E,t2,na,580,7,4,1,,,,,,,,,,,,,2,0,2,40,10,,,,,,,,,,,,survived_t4
X_w18n-19E-t3,,,kelp_wild18nat_19E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,E,t3,blade,581,8,,,1,0.25,,,,,5,0.625,,,,,40,0,2,40,10,,0.877,,0,0.95,,,,,,,survived_t4
X_w18n-19E-t4,,,kelp_wild18nat_19E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,19,E,t4,blade,582,8,,,,,0,0,0,0,,,5,5,0.454545455,0.454545455,10,0,2,40,10,0.07,,present,,,,,,,,11,survived_t4
X_w18n-26A-t1,,,kelp_wild18nat_26A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,A,t1,blade,584,3,,,,,,,,,,,,,,,0,0,2,60,65,,,present,,,22.5,70.4,6.92,17,30.9,,survived_t4
X_w18n-26A-t2,,,kelp_wild18nat_26A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,A,t2,na,585,6.5,3.5,0.875,,,,,,,,,,,,,2,0,2,60,65,,,,,,,,,,,,survived_t4
X_w18n-26A-t3,,,kelp_wild18nat_26A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,A,t3,blade,586,7.5,,,1,0.25,,,,,4.5,0.5625,,,,,60,0,2,60,65,,0.844,,0,2.19,,,,,,,survived_t4
X_w18n-26A-t4,,,kelp_wild18nat_26A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,A,t4,blade,587,9,,,,,1.5,1.5,0.5,0.5,,,6,6,0.545454545,0.545454545,65,0,2,60,65,0.08,,present,,,,,,,,33.8,survived_t4
X_w18n-26B-t1,,,kelp_wild18nat_26B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,B,t1,blade,588,3,,,,,,,,,,,,,,,0,0,5,65,70,,,absent,,,14.5,64.8,4.88,18,32.3,,survived_t4
X_w18n-26B-t2,,,kelp_wild18nat_26B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,B,t2,na,589,7,4,1,,,,,,,,,,,,,5,0,5,65,70,,,,,,,,,,,,survived_t4
X_w18n-26B-t3,,,kelp_wild18nat_26B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,B,t3,blade,590,8.5,,,1.5,0.375,,,,,5.5,0.6875,,,,,65,0,5,65,70,,0.748,,0,2.06,,,,,,,survived_t4
X_w18n-26B-t4,,,kelp_wild18nat_26B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,26,B,t4,blade,591,8.5,,,,,0,0,0,0,,,5.5,5.5,0.5,0.5,70,0,5,65,70,0.06,,present,,,,,,,,34.3,survived_t4
X_w18n-26D-t1,,,kelp_wild18nat_26D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,26,D,t1,blade,593,3,,,,,,,,,,,,,,,0,0,2,80,95,,,absent,,,20,42.5,2.48,13.5,9,,died_t3
X_w18n-26D-t2,,,kelp_wild18nat_26D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,26,D,t2,na,594,8,5,1.25,,,,,,,,,,,,,2,0,2,80,95,,,,,,,,,,,,died_t3
X_w18n-26D-t3,,,kelp_wild18nat_26D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,26,D,t3,blade,595,7,,,-1,-0.25,,,,,4,0.5,,,,,80,0,2,80,95,,0.837,,0,2.58,,,,,,,died_t3
X_w18n-26D-t4,,,kelp_wild18nat_26D_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,26,D,t4,bulb,596,,,,,,,,,,,,,,,,95,0,2,80,95,,,present,,,,,,,,10,died_t3
X_w18n-27A-t1,,,kelp_wild18nat_27A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,A,t1,blade,599,3,,,,,,,,,,,,,,,0,0,2,60,45,,,absent,,,16.5,35.1,1.98,7,11.6,,survived_t4
X_w18n-27A-t2,,,kelp_wild18nat_27A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,A,t2,na,600,7,4,1,,,,,,,,,,,,,2,0,2,60,45,,,,,,,,,,,,survived_t4
X_w18n-27A-t3,,,kelp_wild18nat_27A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,A,t3,blade,601,9,,,2,0.5,,,,,6,0.75,,,,,60,0,2,60,45,,0.77,,0,0.78,,,,,,,survived_t4
X_w18n-27A-t4,,,kelp_wild18nat_27A_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,A,t4,blade,602,10.5,,,,,1.5,1.5,0.5,0.5,,,7.5,7.5,0.681818182,0.681818182,45,0,2,60,45,0.05,,present,,,,,,,,13.7,survived_t4
X_w18n-27C-t1,,,kelp_wild18nat_27C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,27,C,t1,blade,604,3,,,,,,,,,,,,,,,0,0,20,80,,,,present,,,17.2,46.7,2.37,11.5,18,,died_t3
X_w18n-27C-t2,,,kelp_wild18nat_27C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,27,C,t2,na,605,7,4,1,,,,,,,,,,,,,20,0,20,80,,,,,,,,,,,,,died_t3
X_w18n-27C-t3,,,kelp_wild18nat_27C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,27,C,t3,blade,606,7,,,0,0,,,,,4,0.5,,,,,80,0,20,80,,,0.651,,0,1.27,,,,,,,died_t3
X_w18n-27C-t4,,,kelp_wild18nat_27C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild18nat,t3,True,wild,18,nat,27,C,t4,bulb,607,,,,,,,,,,,,,,,,na,0,20,80,,,,present,,,,,,,,19.1,died_t3
X_w18n-27E-t1,,,kelp_wild18nat_27E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,E,t1,blade,609,3,,,,,,,,,,,,,,,0,0,1,10,15,,,present,,,12.8,46.5,2.96,15.5,18.2,,survived_t4
X_w18n-27E-t2,,,kelp_wild18nat_27E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,E,t2,na,610,6.5,3.5,0.875,,,,,,,,,,,,,1,0,1,10,15,,,,,,,,,,,,survived_t4
X_w18n-27E-t3,,,kelp_wild18nat_27E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,E,t3,blade,611,7,,,0.5,0.125,,,,,4,0.5,,,,,10,0,1,10,15,,0.805,,0,0.82,,,,,,,survived_t4
X_w18n-27E-t4,,,kelp_wild18nat_27E_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild18nat,t4,False,wild,18,nat,27,E,t4,blade,612,9,,,,,2,2,0.666666667,0.666666667,,,6,6,0.545454545,0.545454545,15,0,1,10,15,0.07,,present,,,,,,,,19.2,survived_t4
X_w18n-39A-t1,,,kelp_wild18nat_39A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild18nat,t2,True,wild,18,nat,39,A,t1,blade,614,3,,,,,,,,,,,,,,,0,0,50,20,50,,,present,,,11,30.6,1.58,9,10.6,,died_t2
X_w18n-39A-t2,,,kelp_wild18nat_39A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild18nat,t2,True,wild,18,nat,39,A,t2,na,615,3.5,0.5,0.125,,,,,,,,,,,,,50,0,50,20,50,,,,,,,,,,,,died_t2
